transaction_id,policy_id,premium_month,premium_due,premium_paid,payment_status,payment_date,source_file,load_timestamp,integrity_failure_reason
TXN00002160,POL000302,2026-06-01,79.33,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00002467,POL000347,2025-08-01,312.48,156.24,Partial,2025-08-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00002468,POL000347,2025-09-01,312.48,312.48,Paid,2025-09-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00002469,POL000347,2025-10-01,312.48,312.48,Paid,2025-10-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00002470,POL000347,2025-11-01,312.48,312.48,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00002471,POL000347,2025-12-01,312.48,312.48,Paid,2025-12-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00002472,POL000347,2026-01-01,312.48,312.48,Paid,2026-01-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003359,POL000461,2026-02-01,178.0,178.0,Paid,2026-02-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003360,POL000461,2026-03-01,178.0,178.0,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003361,POL000461,2026-04-01,178.0,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003362,POL000461,2026-05-01,178.0,178.0,Paid,2026-05-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003363,POL000461,2026-06-01,178.0,178.0,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003538,POL000487,2025-08-01,178.0,178.0,Paid,2025-08-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003539,POL000487,2025-09-01,178.0,178.0,Paid,2025-09-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003540,POL000487,2025-10-01,178.0,178.0,Paid,2025-10-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003541,POL000487,2025-11-01,178.0,178.0,Paid,2025-11-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003542,POL000487,2025-12-01,178.0,89.0,Partial,2025-12-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003543,POL000487,2026-01-01,178.0,89.0,Partial,2026-01-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003544,POL000487,2026-02-01,178.0,178.0,Paid,2026-02-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003545,POL000487,2026-03-01,178.0,178.0,Paid,2026-03-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003546,POL000487,2026-04-01,178.0,178.0,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003547,POL000487,2026-05-01,178.0,178.0,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00003548,POL000487,2026-06-01,178.0,178.0,Paid,2026-06-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004232,POL000576,2026-04-01,158.67,158.67,Paid,2026-04-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004233,POL000576,2026-05-01,158.67,158.67,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004234,POL000576,2026-06-01,158.67,158.67,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004495,POL000613,2026-01-01,119.0,119.0,Paid,2026-01-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004496,POL000613,2026-02-01,119.0,119.0,Paid,2026-02-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004497,POL000613,2026-03-01,119.0,119.0,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004498,POL000613,2026-04-01,119.0,119.0,Paid,2026-04-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004499,POL000613,2026-05-01,119.0,119.0,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004500,POL000613,2026-06-01,119.0,119.0,Paid,2026-06-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004771,POL000650,2026-01-01,235.2,235.2,Paid,2026-01-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004772,POL000650,2026-02-01,235.2,235.2,Paid,2026-02-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004773,POL000650,2026-03-01,235.2,235.2,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004774,POL000650,2026-04-01,235.2,117.6,Partial,2026-04-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004775,POL000650,2026-05-01,235.2,235.2,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00004776,POL000650,2026-06-01,235.2,235.2,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006086,POL000836,2025-12-01,685.44,685.44,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006087,POL000836,2026-01-01,685.44,685.44,Paid,2026-01-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006088,POL000836,2026-02-01,685.44,685.44,Paid,2026-02-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006089,POL000836,2026-03-01,685.44,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006090,POL000836,2026-04-01,685.44,685.44,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006091,POL000836,2026-05-01,685.44,685.44,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006092,POL000836,2026-06-01,685.44,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006166,POL000845,2025-12-01,644.18,644.18,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006167,POL000845,2026-01-01,644.18,644.18,Paid,2026-01-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006168,POL000845,2026-02-01,644.18,644.18,Paid,2026-02-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006352,POL000872,2025-12-01,197.28,197.28,Paid,2025-12-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006353,POL000872,2026-01-01,197.28,98.64,Partial,2026-01-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006354,POL000872,2026-02-01,197.28,197.28,Paid,2026-02-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006355,POL000872,2026-03-01,197.28,197.28,Paid,2026-03-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006356,POL000872,2026-04-01,197.28,197.28,Paid,2026-04-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006357,POL000872,2026-05-01,197.28,197.28,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006358,POL000872,2026-06-01,197.28,197.28,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006500,POL000894,2025-10-01,119.0,119.0,Paid,2025-10-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006501,POL000894,2025-11-01,119.0,119.0,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006502,POL000894,2025-12-01,119.0,119.0,Paid,2025-12-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006503,POL000894,2026-01-01,119.0,119.0,Paid,2026-01-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006504,POL000894,2026-02-01,119.0,119.0,Paid,2026-02-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006505,POL000894,2026-03-01,119.0,119.0,Paid,2026-03-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006506,POL000894,2026-04-01,119.0,119.0,Paid,2026-04-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006507,POL000894,2026-05-01,119.0,119.0,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006508,POL000894,2026-06-01,119.0,119.0,Paid,2026-06-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006992,POL000964,2025-11-01,881.1,881.1,Paid,2025-11-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006993,POL000964,2025-12-01,881.1,881.1,Paid,2025-12-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006994,POL000964,2026-01-01,881.1,881.1,Paid,2026-01-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006995,POL000964,2026-02-01,881.1,881.1,Paid,2026-02-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006996,POL000964,2026-03-01,881.1,881.1,Paid,2026-03-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006997,POL000964,2026-04-01,881.1,881.1,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006998,POL000964,2026-05-01,881.1,881.1,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00006999,POL000964,2026-06-01,881.1,881.1,Paid,2026-06-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007103,POL000979,2025-10-01,111.36,111.36,Paid,2025-10-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007104,POL000979,2025-11-01,111.36,111.36,Paid,2025-11-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007105,POL000979,2025-12-01,111.36,111.36,Paid,2025-12-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007106,POL000979,2026-01-01,111.36,111.36,Paid,2026-01-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007107,POL000979,2026-02-01,111.36,111.36,Paid,2026-02-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007108,POL000979,2026-03-01,111.36,111.36,Paid,2026-03-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007109,POL000979,2026-04-01,111.36,111.36,Paid,2026-04-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007110,POL000979,2026-05-01,111.36,111.36,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00007111,POL000979,2026-06-01,111.36,111.36,Paid,2026-06-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008325,POL001146,2025-10-01,119.0,119.0,Paid,2025-10-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008326,POL001146,2025-11-01,119.0,119.0,Paid,2025-11-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008327,POL001146,2025-12-01,119.0,119.0,Paid,2025-12-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008328,POL001146,2026-01-01,119.0,119.0,Paid,2026-01-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008329,POL001146,2026-02-01,119.0,119.0,Paid,2026-02-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008330,POL001146,2026-03-01,119.0,119.0,Paid,2026-03-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008331,POL001146,2026-04-01,119.0,119.0,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008332,POL001146,2026-05-01,119.0,119.0,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008333,POL001146,2026-06-01,119.0,119.0,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008450,POL001166,2026-03-01,44.5,44.5,Paid,2026-03-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008451,POL001166,2026-04-01,44.5,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008452,POL001166,2026-05-01,44.5,44.5,Paid,2026-05-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00008453,POL001166,2026-06-01,44.5,44.5,Paid,2026-06-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009577,POL001323,2025-09-01,108.0,108.0,Paid,2025-09-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009578,POL001323,2025-10-01,108.0,108.0,Paid,2025-10-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009579,POL001323,2025-11-01,108.0,108.0,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009580,POL001323,2025-12-01,108.0,108.0,Paid,2025-12-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009581,POL001323,2026-01-01,108.0,108.0,Paid,2026-01-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009582,POL001323,2026-02-01,108.0,108.0,Paid,2026-02-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009583,POL001323,2026-03-01,108.0,108.0,Paid,2026-03-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009584,POL001323,2026-04-01,108.0,108.0,Paid,2026-04-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009585,POL001323,2026-05-01,108.0,108.0,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00009586,POL001323,2026-06-01,108.0,108.0,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010360,POL001432,2025-07-01,37.25,37.25,Paid,2025-07-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010361,POL001432,2025-08-01,37.25,37.25,Paid,2025-08-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010362,POL001432,2025-09-01,37.25,37.25,Paid,2025-09-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010363,POL001432,2025-10-01,37.25,37.25,Paid,2025-10-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010364,POL001432,2025-11-01,37.25,37.25,Paid,2025-11-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010365,POL001432,2025-12-01,37.25,0.0,Failed,,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010366,POL001432,2026-01-01,37.25,37.25,Paid,2026-01-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010367,POL001432,2026-02-01,37.25,37.25,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010368,POL001432,2026-03-01,37.25,37.25,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010369,POL001432,2026-04-01,37.25,37.25,Paid,2026-04-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010370,POL001432,2026-05-01,37.25,37.25,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010371,POL001432,2026-06-01,37.25,37.25,Paid,2026-06-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010971,POL001515,2025-09-01,79.33,79.33,Paid,2025-09-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010972,POL001515,2025-10-01,79.33,79.33,Paid,2025-10-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010973,POL001515,2025-11-01,79.33,79.33,Paid,2025-11-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010974,POL001515,2025-12-01,79.33,79.33,Paid,2025-12-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010975,POL001515,2026-01-01,79.33,79.33,Paid,2026-01-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010976,POL001515,2026-02-01,79.33,79.33,Paid,2026-02-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010977,POL001515,2026-03-01,79.33,79.33,Paid,2026-03-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010978,POL001515,2026-04-01,79.33,79.33,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00010979,POL001515,2026-05-01,79.33,79.33,Paid,2026-05-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011851,POL001639,2025-12-01,263.13,263.13,Paid,2025-12-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011852,POL001639,2026-01-01,263.13,263.13,Paid,2026-01-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011853,POL001639,2026-02-01,263.13,263.13,Paid,2026-02-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011854,POL001639,2026-03-01,263.13,263.13,Paid,2026-03-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011855,POL001639,2026-04-01,263.13,263.13,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011856,POL001639,2026-05-01,263.13,263.13,Paid,2026-05-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011857,POL001639,2026-06-01,263.13,263.13,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011876,POL001642,2025-10-01,190.56,190.56,Paid,2025-10-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011877,POL001642,2025-11-01,190.56,190.56,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011878,POL001642,2025-12-01,190.56,190.56,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011879,POL001642,2026-01-01,190.56,190.56,Paid,2026-01-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011880,POL001642,2026-02-01,190.56,190.56,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011881,POL001642,2026-03-01,190.56,190.56,Paid,2026-03-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011882,POL001642,2026-04-01,190.56,190.56,Paid,2026-04-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011883,POL001642,2026-05-01,190.56,190.56,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00011884,POL001642,2026-06-01,190.56,190.56,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012817,POL001772,2025-11-01,308.55,308.55,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012818,POL001772,2025-12-01,308.55,308.55,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012819,POL001772,2026-01-01,308.55,308.55,Paid,2026-01-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012820,POL001772,2026-02-01,308.55,308.55,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012821,POL001772,2026-03-01,308.55,308.55,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012890,POL001783,2025-08-01,1088.34,1088.34,Paid,2025-08-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012891,POL001783,2025-09-01,1088.34,1088.34,Paid,2025-09-03,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012892,POL001783,2025-10-01,1088.34,1088.34,Paid,2025-10-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012893,POL001783,2025-11-01,1088.34,1088.34,Paid,2025-11-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012894,POL001783,2025-12-01,1088.34,1088.34,Paid,2025-12-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012895,POL001783,2026-01-01,1088.34,1088.34,Paid,2026-01-04,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00012896,POL001783,2026-02-01,1088.34,1088.34,Paid,2026-02-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013015,POL001801,2025-08-01,202.56,202.56,Paid,2025-08-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013016,POL001801,2025-09-01,202.56,202.56,Paid,2025-09-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013017,POL001801,2025-10-01,202.56,202.56,Paid,2025-10-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013018,POL001801,2025-11-01,202.56,202.56,Paid,2025-11-09,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013019,POL001801,2025-12-01,202.56,202.56,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013020,POL001801,2026-01-01,202.56,202.56,Paid,2026-01-08,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013446,POL001861,2025-08-01,593.34,593.34,Paid,2025-08-07,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013447,POL001861,2025-09-01,593.34,593.34,Paid,2025-09-02,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013448,POL001861,2025-10-01,593.34,593.34,Paid,2025-10-06,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
TXN00013449,POL001861,2025-11-01,593.34,593.34,Paid,2025-11-05,premiums.csv,2026-09-03 13:30:17,Referenced policy rejected during Silver processing
