transaction_id,policy_id,premium_month,premium_due,premium_paid,payment_status,payment_date,source_file,load_timestamp
TXN00000067,POL000012,2026-04-01,621.24,621.24,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17
TXN00000068,POL000012,2026-05-01,621.24,621.24,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17
TXN00000069,POL000012,2026-06-01,621.24,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000070,POL000013,2026-04-01,1032.24,1032.24,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17
TXN00000071,POL000013,2026-05-01,1032.24,1032.24,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17
TXN00000072,POL000013,2026-06-01,1032.24,1032.24,Paid,2026-06-06,premiums.csv,2026-09-03 13:30:17
TXN00000073,POL000014,2026-03-01,39.67,39.67,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17
TXN00000074,POL000014,2026-04-01,39.67,39.67,Paid,2026-04-02,premiums.csv,2026-09-03 13:30:17
TXN00000075,POL000014,2026-05-01,39.67,39.67,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17
TXN00000076,POL000014,2026-06-01,39.67,39.67,Paid,2026-06-02,premiums.csv,2026-09-03 13:30:17
TXN00000077,POL000015,2025-07-01,452.76,452.76,Paid,2025-07-03,premiums.csv,2026-09-03 13:30:17
TXN00000078,POL000015,2025-08-01,452.76,452.76,Paid,2025-08-06,premiums.csv,2026-09-03 13:30:17
TXN00000079,POL000015,2025-09-01,452.76,452.76,Paid,2025-09-05,premiums.csv,2026-09-03 13:30:17
TXN00000080,POL000015,2025-10-01,452.76,452.76,Paid,2025-10-06,premiums.csv,2026-09-03 13:30:17
TXN00000081,POL000015,2025-11-01,452.76,452.76,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17
TXN00000082,POL000015,2025-12-01,452.76,452.76,Paid,2025-12-03,premiums.csv,2026-09-03 13:30:17
TXN00000083,POL000015,2026-01-01,452.76,452.76,Paid,2026-01-09,premiums.csv,2026-09-03 13:30:17
TXN00000084,POL000015,2026-02-01,452.76,452.76,Paid,2026-02-05,premiums.csv,2026-09-03 13:30:17
TXN00000085,POL000015,2026-03-01,452.76,452.76,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17
TXN00000086,POL000015,2026-04-01,452.76,452.76,Paid,2026-04-05,premiums.csv,2026-09-03 13:30:17
TXN00000087,POL000015,2026-05-01,452.76,452.76,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17
TXN00000088,POL000015,2026-06-01,452.76,452.76,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17
TXN00000089,POL000016,2025-09-01,425.7,425.7,Paid,2025-09-05,premiums.csv,2026-09-03 13:30:17
TXN00000090,POL000016,2025-10-01,425.7,425.7,Paid,2025-10-09,premiums.csv,2026-09-03 13:30:17
TXN00000091,POL000016,2025-11-01,425.7,425.7,Paid,2025-11-04,premiums.csv,2026-09-03 13:30:17
TXN00000092,POL000016,2025-12-01,425.7,425.7,Paid,2025-12-04,premiums.csv,2026-09-03 13:30:17
TXN00000093,POL000016,2026-01-01,425.7,425.7,Paid,2026-01-06,premiums.csv,2026-09-03 13:30:17
TXN00000094,POL000016,2026-02-01,425.7,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000095,POL000016,2026-03-01,425.7,425.7,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17
TXN00000096,POL000016,2026-04-01,425.7,425.7,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17
TXN00000097,POL000016,2026-05-01,425.7,425.7,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17
TXN00000098,POL000016,2026-06-01,425.7,425.7,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17
TXN00000099,POL000017,2025-07-01,251.37,251.37,Paid,2025-07-07,premiums.csv,2026-09-03 13:30:17
TXN00000100,POL000017,2025-08-01,251.37,251.37,Paid,2025-08-06,premiums.csv,2026-09-03 13:30:17
TXN00000101,POL000017,2025-09-01,251.37,251.37,Paid,2025-09-08,premiums.csv,2026-09-03 13:30:17
TXN00000102,POL000017,2025-10-01,251.37,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000103,POL000017,2025-11-01,251.37,251.37,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17
TXN00000104,POL000017,2025-12-01,251.37,251.37,Paid,2025-12-07,premiums.csv,2026-09-03 13:30:17
TXN00000105,POL000017,2026-01-01,251.37,251.37,Paid,2026-01-03,premiums.csv,2026-09-03 13:30:17
TXN00000106,POL000017,2026-02-01,251.37,251.37,Paid,2026-02-09,premiums.csv,2026-09-03 13:30:17
TXN00000107,POL000017,2026-03-01,251.37,251.37,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17
TXN00000108,POL000017,2026-04-01,251.37,251.37,Paid,2026-04-02,premiums.csv,2026-09-03 13:30:17
TXN00000109,POL000017,2026-05-01,251.37,251.37,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17
TXN00000110,POL000017,2026-06-01,251.37,251.37,Paid,2026-06-06,premiums.csv,2026-09-03 13:30:17
TXN00000111,POL000018,2026-01-01,252.96,252.96,Paid,2026-01-09,premiums.csv,2026-09-03 13:30:17
TXN00000112,POL000018,2026-02-01,252.96,252.96,Paid,2026-02-09,premiums.csv,2026-09-03 13:30:17
TXN00000113,POL000018,2026-03-01,252.96,252.96,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17
TXN00000114,POL000018,2026-04-01,252.96,252.96,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17
TXN00000115,POL000018,2026-05-01,252.96,252.96,Paid,2026-05-03,premiums.csv,2026-09-03 13:30:17
TXN00000116,POL000018,2026-06-01,252.96,252.96,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17
TXN00000117,POL000019,2025-08-01,1046.76,1046.76,Paid,2025-08-07,premiums.csv,2026-09-03 13:30:17
TXN00000118,POL000019,2025-09-01,1046.76,1046.76,Paid,2025-09-09,premiums.csv,2026-09-03 13:30:17
TXN00000119,POL000019,2025-10-01,1046.76,1046.76,Paid,2025-10-08,premiums.csv,2026-09-03 13:30:17
TXN00000120,POL000019,2025-11-01,1046.76,1046.76,Paid,2025-11-04,premiums.csv,2026-09-03 13:30:17
TXN00000121,POL000019,2025-12-01,1046.76,523.38,Partial,2025-12-03,premiums.csv,2026-09-03 13:30:17
TXN00000122,POL000019,2026-01-01,1046.76,1046.76,Paid,2026-01-07,premiums.csv,2026-09-03 13:30:17
TXN00000123,POL000019,2026-02-01,1046.76,1046.76,Paid,2026-02-03,premiums.csv,2026-09-03 13:30:17
TXN00000124,POL000019,2026-03-01,1046.76,1046.76,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17
TXN00000125,POL000019,2026-04-01,1046.76,1046.76,Paid,2026-04-07,premiums.csv,2026-09-03 13:30:17
TXN00000126,POL000019,2026-05-01,1046.76,1046.76,Paid,2026-05-06,premiums.csv,2026-09-03 13:30:17
TXN00000127,POL000019,2026-06-01,1046.76,1046.76,Paid,2026-06-02,premiums.csv,2026-09-03 13:30:17
TXN00000128,POL000020,2026-03-01,341.76,341.76,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17
TXN00000129,POL000020,2026-04-01,341.76,341.76,Paid,2026-04-05,premiums.csv,2026-09-03 13:30:17
TXN00000130,POL000020,2026-05-01,341.76,341.76,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17
TXN00000131,POL000020,2026-06-01,341.76,341.76,Paid,2026-06-02,premiums.csv,2026-09-03 13:30:17
TXN00000132,POL000021,2025-10-01,287.68,287.68,Paid,2025-10-04,premiums.csv,2026-09-03 13:30:17
TXN00000133,POL000021,2025-11-01,287.68,287.68,Paid,2025-11-04,premiums.csv,2026-09-03 13:30:17
TXN00000134,POL000021,2025-12-01,287.68,287.68,Paid,2025-12-06,premiums.csv,2026-09-03 13:30:17
TXN00000135,POL000021,2026-01-01,287.68,287.68,Paid,2026-01-07,premiums.csv,2026-09-03 13:30:17
TXN00000136,POL000021,2026-02-01,287.68,287.68,Paid,2026-02-06,premiums.csv,2026-09-03 13:30:17
TXN00000137,POL000021,2026-03-01,287.68,287.68,Paid,2026-03-07,premiums.csv,2026-09-03 13:30:17
TXN00000138,POL000021,2026-04-01,287.68,287.68,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17
TXN00000139,POL000021,2026-05-01,287.68,287.68,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17
TXN00000140,POL000021,2026-06-01,287.68,287.68,Paid,2026-06-05,premiums.csv,2026-09-03 13:30:17
TXN00000141,POL000022,2025-10-01,149.0,149.0,Paid,2025-10-03,premiums.csv,2026-09-03 13:30:17
TXN00000142,POL000022,2025-11-01,149.0,149.0,Paid,2025-11-06,premiums.csv,2026-09-03 13:30:17
TXN00000143,POL000022,2025-12-01,149.0,149.0,Paid,2025-12-09,premiums.csv,2026-09-03 13:30:17
TXN00000144,POL000022,2026-01-01,149.0,149.0,Paid,2026-01-05,premiums.csv,2026-09-03 13:30:17
TXN00000145,POL000022,2026-02-01,149.0,74.5,Partial,2026-02-07,premiums.csv,2026-09-03 13:30:17
TXN00000146,POL000022,2026-03-01,149.0,149.0,Paid,2026-03-05,premiums.csv,2026-09-03 13:30:17
TXN00000147,POL000022,2026-04-01,149.0,149.0,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17
TXN00000148,POL000022,2026-05-01,149.0,149.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17
TXN00000149,POL000022,2026-06-01,149.0,149.0,Paid,2026-06-08,premiums.csv,2026-09-03 13:30:17
TXN00000150,POL000023,2026-02-01,90.24,90.24,Paid,2026-02-03,premiums.csv,2026-09-03 13:30:17
TXN00000151,POL000023,2026-03-01,90.24,90.24,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17
TXN00000152,POL000023,2026-04-01,90.24,90.24,Paid,2026-04-02,premiums.csv,2026-09-03 13:30:17
TXN00000153,POL000023,2026-05-01,90.24,90.24,Paid,2026-05-08,premiums.csv,2026-09-03 13:30:17
TXN00000154,POL000023,2026-06-01,90.24,90.24,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17
TXN00000155,POL000024,2025-08-01,39.67,39.67,Paid,2025-08-07,premiums.csv,2026-09-03 13:30:17
TXN00000156,POL000024,2025-09-01,39.67,39.67,Paid,2025-09-02,premiums.csv,2026-09-03 13:30:17
TXN00000157,POL000024,2025-10-01,39.67,39.67,Paid,2025-10-03,premiums.csv,2026-09-03 13:30:17
TXN00000158,POL000024,2025-11-01,39.67,39.67,Paid,2025-11-08,premiums.csv,2026-09-03 13:30:17
TXN00000159,POL000024,2025-12-01,39.67,39.67,Paid,2025-12-09,premiums.csv,2026-09-03 13:30:17
TXN00000160,POL000024,2026-01-01,39.67,39.67,Paid,2026-01-03,premiums.csv,2026-09-03 13:30:17
TXN00000161,POL000024,2026-02-01,39.67,39.67,Paid,2026-02-07,premiums.csv,2026-09-03 13:30:17
TXN00000162,POL000024,2026-03-01,39.67,39.67,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17
TXN00000163,POL000024,2026-04-01,39.67,39.67,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17
TXN00000164,POL000024,2026-05-01,39.67,39.67,Paid,2026-05-07,premiums.csv,2026-09-03 13:30:17
TXN00000165,POL000024,2026-06-01,39.67,39.67,Paid,2026-06-09,premiums.csv,2026-09-03 13:30:17
TXN00000166,POL000025,2025-12-01,149.0,149.0,Paid,2025-12-07,premiums.csv,2026-09-03 13:30:17
TXN00000167,POL000025,2026-01-01,149.0,149.0,Paid,2026-01-02,premiums.csv,2026-09-03 13:30:17
TXN00000168,POL000025,2026-02-01,149.0,149.0,Paid,2026-02-06,premiums.csv,2026-09-03 13:30:17
TXN00000169,POL000025,2026-03-01,149.0,149.0,Paid,2026-03-08,premiums.csv,2026-09-03 13:30:17
TXN00000170,POL000025,2026-04-01,149.0,149.0,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17
TXN00000171,POL000025,2026-05-01,149.0,149.0,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17
TXN00000172,POL000025,2026-06-01,149.0,149.0,Paid,2026-06-07,premiums.csv,2026-09-03 13:30:17
TXN00000173,POL000026,2025-10-01,884.12,884.12,Paid,2025-10-06,premiums.csv,2026-09-03 13:30:17
TXN00000174,POL000026,2025-11-01,884.12,884.12,Paid,2025-11-05,premiums.csv,2026-09-03 13:30:17
TXN00000175,POL000026,2025-12-01,884.12,884.12,Paid,2025-12-02,premiums.csv,2026-09-03 13:30:17
TXN00000176,POL000026,2026-01-01,884.12,884.12,Paid,2026-01-04,premiums.csv,2026-09-03 13:30:17
TXN00000177,POL000026,2026-02-01,884.12,884.12,Paid,2026-02-08,premiums.csv,2026-09-03 13:30:17
TXN00000178,POL000026,2026-03-01,884.12,884.12,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17
TXN00000179,POL000026,2026-04-01,884.12,884.12,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17
TXN00000180,POL000026,2026-05-01,884.12,884.12,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17
TXN00000181,POL000026,2026-06-01,884.12,884.12,Paid,2026-06-07,premiums.csv,2026-09-03 13:30:17
TXN00000182,POL000027,2025-09-01,844.44,844.44,Paid,2025-09-09,premiums.csv,2026-09-03 13:30:17
TXN00000183,POL000027,2025-10-01,844.44,844.44,Paid,2025-10-04,premiums.csv,2026-09-03 13:30:17
TXN00000184,POL000027,2025-11-01,844.44,844.44,Paid,2025-11-03,premiums.csv,2026-09-03 13:30:17
TXN00000185,POL000027,2025-12-01,844.44,844.44,Paid,2025-12-07,premiums.csv,2026-09-03 13:30:17
TXN00000186,POL000027,2026-01-01,844.44,844.44,Paid,2026-01-04,premiums.csv,2026-09-03 13:30:17
TXN00000187,POL000027,2026-02-01,844.44,844.44,Paid,2026-02-07,premiums.csv,2026-09-03 13:30:17
TXN00000188,POL000027,2026-03-01,844.44,844.44,Paid,2026-03-02,premiums.csv,2026-09-03 13:30:17
TXN00000189,POL000027,2026-04-01,844.44,844.44,Paid,2026-04-03,premiums.csv,2026-09-03 13:30:17
TXN00000190,POL000027,2026-05-01,844.44,844.44,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17
TXN00000191,POL000027,2026-06-01,844.44,844.44,Paid,2026-06-08,premiums.csv,2026-09-03 13:30:17
TXN00000192,POL000028,2025-10-01,158.67,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000193,POL000028,2025-11-01,158.67,158.67,Paid,2025-11-02,premiums.csv,2026-09-03 13:30:17
TXN00000194,POL000028,2025-12-01,158.67,158.67,Paid,2025-12-05,premiums.csv,2026-09-03 13:30:17
TXN00000195,POL000028,2026-01-01,158.67,158.67,Paid,2026-01-08,premiums.csv,2026-09-03 13:30:17
TXN00000196,POL000028,2026-02-01,158.67,158.67,Paid,2026-02-08,premiums.csv,2026-09-03 13:30:17
TXN00000197,POL000028,2026-03-01,158.67,158.67,Paid,2026-03-03,premiums.csv,2026-09-03 13:30:17
TXN00000198,POL000028,2026-04-01,158.67,158.67,Paid,2026-04-02,premiums.csv,2026-09-03 13:30:17
TXN00000199,POL000028,2026-05-01,158.67,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000200,POL000028,2026-06-01,158.67,158.67,Paid,2026-06-05,premiums.csv,2026-09-03 13:30:17
TXN00000201,POL000029,2025-07-01,178.0,178.0,Paid,2025-07-04,premiums.csv,2026-09-03 13:30:17
TXN00000202,POL000029,2025-08-01,178.0,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000203,POL000029,2025-09-01,178.0,178.0,Paid,2025-09-06,premiums.csv,2026-09-03 13:30:17
TXN00000204,POL000029,2025-10-01,178.0,178.0,Paid,2025-10-05,premiums.csv,2026-09-03 13:30:17
TXN00000205,POL000029,2025-11-01,178.0,178.0,Paid,2025-11-06,premiums.csv,2026-09-03 13:30:17
TXN00000206,POL000029,2025-12-01,178.0,178.0,Paid,2025-12-05,premiums.csv,2026-09-03 13:30:17
TXN00000207,POL000029,2026-01-01,178.0,178.0,Paid,2026-01-09,premiums.csv,2026-09-03 13:30:17
TXN00000208,POL000029,2026-02-01,178.0,178.0,Paid,2026-02-05,premiums.csv,2026-09-03 13:30:17
TXN00000209,POL000029,2026-03-01,178.0,178.0,Paid,2026-03-07,premiums.csv,2026-09-03 13:30:17
TXN00000210,POL000029,2026-04-01,178.0,178.0,Paid,2026-04-08,premiums.csv,2026-09-03 13:30:17
TXN00000211,POL000029,2026-05-01,178.0,178.0,Paid,2026-05-04,premiums.csv,2026-09-03 13:30:17
TXN00000212,POL000029,2026-06-01,178.0,178.0,Paid,2026-06-06,premiums.csv,2026-09-03 13:30:17
TXN00000213,POL000030,2025-09-01,530.88,530.88,Paid,2025-09-08,premiums.csv,2026-09-03 13:30:17
TXN00000214,POL000030,2025-10-01,530.88,530.88,Paid,2025-10-03,premiums.csv,2026-09-03 13:30:17
TXN00000215,POL000030,2025-11-01,530.88,530.88,Paid,2025-11-09,premiums.csv,2026-09-03 13:30:17
TXN00000216,POL000030,2025-12-01,530.88,530.88,Paid,2025-12-03,premiums.csv,2026-09-03 13:30:17
TXN00000217,POL000030,2026-01-01,530.88,530.88,Paid,2026-01-03,premiums.csv,2026-09-03 13:30:17
TXN00000218,POL000030,2026-02-01,530.88,530.88,Paid,2026-02-02,premiums.csv,2026-09-03 13:30:17
TXN00000219,POL000030,2026-03-01,530.88,530.88,Paid,2026-03-03,premiums.csv,2026-09-03 13:30:17
TXN00000220,POL000030,2026-04-01,530.88,530.88,Paid,2026-04-09,premiums.csv,2026-09-03 13:30:17
TXN00000221,POL000030,2026-05-01,530.88,530.88,Paid,2026-05-02,premiums.csv,2026-09-03 13:30:17
TXN00000222,POL000031,2026-03-01,1057.32,1057.32,Paid,2026-03-09,premiums.csv,2026-09-03 13:30:17
TXN00000223,POL000031,2026-04-01,1057.32,1057.32,Paid,2026-04-08,premiums.csv,2026-09-03 13:30:17
TXN00000224,POL000031,2026-05-01,1057.32,1057.32,Paid,2026-05-03,premiums.csv,2026-09-03 13:30:17
TXN00000225,POL000031,2026-06-01,1057.32,1057.32,Paid,2026-06-07,premiums.csv,2026-09-03 13:30:17
TXN00000226,POL000032,2026-04-01,172.8,172.8,Paid,2026-04-05,premiums.csv,2026-09-03 13:30:17
TXN00000227,POL000032,2026-05-01,172.8,172.8,Paid,2026-05-09,premiums.csv,2026-09-03 13:30:17
TXN00000228,POL000032,2026-06-01,172.8,172.8,Paid,2026-06-04,premiums.csv,2026-09-03 13:30:17
TXN00000229,POL000033,2026-01-01,79.33,79.33,Paid,2026-01-08,premiums.csv,2026-09-03 13:30:17
TXN00000230,POL000033,2026-02-01,79.33,79.33,Paid,2026-02-03,premiums.csv,2026-09-03 13:30:17
TXN00000231,POL000033,2026-03-01,79.33,79.33,Paid,2026-03-06,premiums.csv,2026-09-03 13:30:17
TXN00000232,POL000033,2026-04-01,79.33,0.0,Failed,,premiums.csv,2026-09-03 13:30:17
TXN00000233,POL000033,2026-05-01,79.33,79.33,Paid,2026-05-05,premiums.csv,2026-09-03 13:30:17
TXN00000234,POL000033,2026-06-01,79.33,79.33,Paid,2026-06-03,premiums.csv,2026-09-03 13:30:17
TXN00000235,POL000034,2025-10-01,865.92,865.92,Paid,2025-10-04,premiums.csv,2026-09-03 13:30:17
TXN00000236,POL000034,2025-11-01,865.92,865.92,Paid,2025-11-03,premiums.csv,2026-09-03 13:30:17
TXN00000237,POL000034,2025-12-01,865.92,865.92,Paid,2025-12-04,premiums.csv,2026-09-03 13:30:17
TXN00000238,POL000034,2026-01-01,865.92,865.92,Paid,2026-01-03,premiums.csv,2026-09-03 13:30:17
TXN00000239,POL000034,2026-02-01,865.92,865.92,Paid,2026-02-04,premiums.csv,2026-09-03 13:30:17
