transaction_id,policy_id,premium_month,premium_due,premium_paid,payment_status,partner_id,partner_name,product_id,product_name,product_type,province,rejection_reason
TXN00006166,POL000845,2025-12-01,644.18,644.18,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006167,POL000845,2026-01-01,644.18,644.18,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006168,POL000845,2026-02-01,644.18,644.18,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006352,POL000872,2025-12-01,197.28,197.28,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006353,POL000872,2026-01-01,197.28,98.64,Partial,,,,,,,policy_id not found in policies_clean.csv
TXN00006354,POL000872,2026-02-01,197.28,197.28,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006355,POL000872,2026-03-01,197.28,197.28,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006356,POL000872,2026-04-01,197.28,197.28,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006357,POL000872,2026-05-01,197.28,197.28,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006358,POL000872,2026-06-01,197.28,197.28,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006500,POL000894,2025-10-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006501,POL000894,2025-11-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006502,POL000894,2025-12-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006503,POL000894,2026-01-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006504,POL000894,2026-02-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006505,POL000894,2026-03-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006506,POL000894,2026-04-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006507,POL000894,2026-05-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006508,POL000894,2026-06-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006992,POL000964,2025-11-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006993,POL000964,2025-12-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006994,POL000964,2026-01-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006995,POL000964,2026-02-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006996,POL000964,2026-03-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006997,POL000964,2026-04-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006998,POL000964,2026-05-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00006999,POL000964,2026-06-01,881.1,881.1,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007103,POL000979,2025-10-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007104,POL000979,2025-11-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007105,POL000979,2025-12-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007106,POL000979,2026-01-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007107,POL000979,2026-02-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007108,POL000979,2026-03-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007109,POL000979,2026-04-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007110,POL000979,2026-05-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00007111,POL000979,2026-06-01,111.36,111.36,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008054,POL001111,2025-11-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00008055,POL001111,2025-12-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00008056,POL001111,2026-01-01,111.75,0.0,Failed,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00008057,POL001111,2026-02-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00008058,POL001111,2026-03-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00008325,POL001146,2025-10-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008326,POL001146,2025-11-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008327,POL001146,2025-12-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008328,POL001146,2026-01-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008329,POL001146,2026-02-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008330,POL001146,2026-03-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008331,POL001146,2026-04-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008332,POL001146,2026-05-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008333,POL001146,2026-06-01,119.0,119.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008450,POL001166,2026-03-01,44.5,44.5,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008451,POL001166,2026-04-01,44.5,0.0,Failed,,,,,,,policy_id not found in policies_clean.csv
TXN00008452,POL001166,2026-05-01,44.5,44.5,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00008453,POL001166,2026-06-01,44.5,44.5,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009142,POL001261,2025-09-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009143,POL001261,2025-10-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009144,POL001261,2025-11-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009145,POL001261,2025-12-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009146,POL001261,2026-01-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009147,POL001261,2026-02-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009148,POL001261,2026-03-01,111.75,111.75,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,Limpopo,product_id not found in products_clean.csv
TXN00009577,POL001323,2025-09-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009578,POL001323,2025-10-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009579,POL001323,2025-11-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009580,POL001323,2025-12-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009581,POL001323,2026-01-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009582,POL001323,2026-02-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009583,POL001323,2026-03-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009584,POL001323,2026-04-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009585,POL001323,2026-05-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00009586,POL001323,2026-06-01,108.0,108.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010360,POL001432,2025-07-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010361,POL001432,2025-08-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010362,POL001432,2025-09-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010363,POL001432,2025-10-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010364,POL001432,2025-11-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010365,POL001432,2025-12-01,37.25,0.0,Failed,,,,,,,policy_id not found in policies_clean.csv
TXN00010366,POL001432,2026-01-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010367,POL001432,2026-02-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010368,POL001432,2026-03-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010369,POL001432,2026-04-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010370,POL001432,2026-05-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010371,POL001432,2026-06-01,37.25,37.25,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010971,POL001515,2025-09-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010972,POL001515,2025-10-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010973,POL001515,2025-11-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010974,POL001515,2025-12-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010975,POL001515,2026-01-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010976,POL001515,2026-02-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010977,POL001515,2026-03-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010978,POL001515,2026-04-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00010979,POL001515,2026-05-01,79.33,79.33,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011851,POL001639,2025-12-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011852,POL001639,2026-01-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011853,POL001639,2026-02-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011854,POL001639,2026-03-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011855,POL001639,2026-04-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011856,POL001639,2026-05-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011857,POL001639,2026-06-01,263.13,263.13,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011876,POL001642,2025-10-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011877,POL001642,2025-11-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011878,POL001642,2025-12-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011879,POL001642,2026-01-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011880,POL001642,2026-02-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011881,POL001642,2026-03-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011882,POL001642,2026-04-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011883,POL001642,2026-05-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00011884,POL001642,2026-06-01,190.56,190.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012244,POL001692,2025-09-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012245,POL001692,2025-10-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012246,POL001692,2025-11-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012247,POL001692,2025-12-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012248,POL001692,2026-01-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012249,POL001692,2026-02-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012250,POL001692,2026-03-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012251,POL001692,2026-04-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012252,POL001692,2026-05-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012253,POL001692,2026-06-01,133.5,133.5,Paid,PART002,Mzanzi Retail Fin.,PRD999,,,KwaZulu-Natal,product_id not found in products_clean.csv
TXN00012817,POL001772,2025-11-01,308.55,308.55,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012818,POL001772,2025-12-01,308.55,308.55,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012819,POL001772,2026-01-01,308.55,308.55,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012820,POL001772,2026-02-01,308.55,308.55,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012821,POL001772,2026-03-01,308.55,308.55,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012890,POL001783,2025-08-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012891,POL001783,2025-09-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012892,POL001783,2025-10-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012893,POL001783,2025-11-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012894,POL001783,2025-12-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012895,POL001783,2026-01-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00012896,POL001783,2026-02-01,1088.34,1088.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013015,POL001801,2025-08-01,202.56,202.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013016,POL001801,2025-09-01,202.56,202.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013017,POL001801,2025-10-01,202.56,202.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013018,POL001801,2025-11-01,202.56,202.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013019,POL001801,2025-12-01,202.56,202.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013020,POL001801,2026-01-01,202.56,202.56,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013446,POL001861,2025-08-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013447,POL001861,2025-09-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013448,POL001861,2025-10-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013449,POL001861,2025-11-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013450,POL001861,2025-12-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013451,POL001861,2026-01-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013452,POL001861,2026-02-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013453,POL001861,2026-03-01,593.34,593.34,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013483,POL001866,2026-02-01,188.64,188.64,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013484,POL001866,2026-03-01,188.64,188.64,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013485,POL001866,2026-04-01,188.64,188.64,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013486,POL001866,2026-05-01,188.64,188.64,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013487,POL001866,2026-06-01,188.64,188.64,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013565,POL001878,2025-08-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013566,POL001878,2025-09-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013567,POL001878,2025-10-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013568,POL001878,2025-11-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013569,POL001878,2025-12-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013570,POL001878,2026-01-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013571,POL001878,2026-02-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013572,POL001878,2026-03-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
TXN00013573,POL001878,2026-04-01,143.0,143.0,Paid,,,,,,,policy_id not found in policies_clean.csv
