month,partner_id,partner_name,product_id,product_name,product_type,province,total_policies,active_policies,lapsed_policies,cancelled_policies,total_cover_amount,average_cover_amount,total_monthly_premium,average_monthly_premium,active_policy_pct,lapsed_policy_pct,cancelled_policy_pct
2025-07-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,3,2,1,0,214200.0,71400.0,1413.72,471.24,66.67,33.33,0.0
2025-07-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,3,2,1,0,395600.0,131866.67,2610.96,870.32,66.67,33.33,0.0
2025-07-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,2,2,0,0,241700.0,120850.0,1595.22,797.61,100.0,0.0,0.0
2025-07-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,4,3,1,0,622300.0,155575.0,4107.18,1026.8,75.0,25.0,0.0
2025-07-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,2,2,0,0,252600.0,126300.0,1667.16,833.58,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,3,3,0,0,309000.0,103000.0,1514.1,504.7,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,1,0,1,0,104800.0,104800.0,513.52,513.52,0.0,100.0,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,15,14,1,0,1641100.0,109406.67,8041.39,536.09,93.33,6.67,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,5,2,1,2,489800.0,97960.0,2400.02,480.0,40.0,20.0,40.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,2,2,0,0,272900.0,136450.0,1337.21,668.6,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,2,2,0,0,290000.0,145000.0,1421.0,710.5,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,2,1,1,0,287300.0,143650.0,1407.77,703.88,50.0,50.0,0.0
2025-07-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,8,7,1,0,1062900.0,132862.5,5208.21,651.03,87.5,12.5,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,1,1,0,0,100000.0,100000.0,158.67,158.67,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Free State,2,2,0,0,125000.0,62500.0,198.34,99.17,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,13,13,0,0,825000.0,63461.54,1309.01,100.69,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,4,3,1,0,200000.0,50000.0,317.33,79.33,75.0,25.0,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,1,1,0,0,25000.0,25000.0,39.67,39.67,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,1,1,0,0,75000.0,75000.0,119.0,119.0,100.0,0.0,0.0
2025-07-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,5,5,0,0,375000.0,75000.0,595.01,119.0,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,1,0,1,0,258100.0,258100.0,1084.02,1084.02,0.0,100.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Free State,2,2,0,0,262200.0,131100.0,1101.24,550.62,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,10,8,2,0,1753700.0,175370.0,7365.54,736.55,80.0,20.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,4,4,0,0,536300.0,134075.0,2252.46,563.12,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,1,1,0,0,176700.0,176700.0,742.14,742.14,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Mpumalanga,2,2,0,0,405500.0,202750.0,1703.1,851.55,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,North West,3,3,0,0,655200.0,218400.0,2751.84,917.28,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,4,4,0,0,885800.0,221450.0,3720.36,930.09,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Free State,1,1,0,0,104800.0,104800.0,366.8,366.8,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,8,6,1,1,1184200.0,148025.0,4144.7,518.09,75.0,12.5,12.5
2025-07-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,KwaZulu-Natal,1,0,0,1,130800.0,130800.0,457.8,457.8,0.0,0.0,100.0
2025-07-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Limpopo,1,0,1,0,160200.0,160200.0,560.7,560.7,0.0,100.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,North West,2,2,0,0,430700.0,215350.0,1507.45,753.72,100.0,0.0,0.0
2025-07-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,6,5,1,0,755000.0,125833.33,2642.5,440.42,83.33,16.67,0.0
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Eastern Cape,2,2,0,0,116000.0,58000.0,556.8,278.4,100.0,0.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Free State,3,1,1,1,124000.0,41333.33,595.2,198.4,33.33,33.33,33.33
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,9,8,1,0,438600.0,48733.33,2105.28,233.92,88.89,11.11,0.0
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,9,9,0,0,496200.0,55133.33,2381.76,264.64,100.0,0.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,1,1,0,0,58700.0,58700.0,281.76,281.76,100.0,0.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,5,3,1,1,245800.0,49160.0,1179.84,235.97,60.0,20.0,20.0
2025-08-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,10,8,2,0,482200.0,48220.0,2314.56,231.46,80.0,20.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Eastern Cape,4,4,0,0,338600.0,84650.0,2099.32,524.83,100.0,0.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Free State,2,2,0,0,217100.0,108550.0,1346.02,673.01,100.0,0.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,6,2,2,2,481000.0,80166.67,2982.2,497.03,33.33,33.33,33.33
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,6,6,0,0,525300.0,87550.0,3256.86,542.81,100.0,0.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,1,0,1,0,117300.0,117300.0,727.26,727.26,0.0,100.0,0.0
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,North West,3,2,0,1,317400.0,105800.0,1967.88,655.96,66.67,0.0,33.33
2025-08-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,6,6,0,0,430500.0,71750.0,2669.1,444.85,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,12,10,2,0,800000.0,66666.67,1424.0,118.67,83.33,16.67,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,4,3,1,0,275000.0,68750.0,489.5,122.38,75.0,25.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Limpopo,1,1,0,0,75000.0,75000.0,133.5,133.5,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Mpumalanga,4,4,0,0,200000.0,50000.0,356.0,89.0,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,3,3,0,0,100000.0,33333.33,178.0,59.33,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,7,7,0,0,500000.0,71428.57,890.0,127.14,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,3,3,0,0,225000.0,75000.0,335.25,111.75,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,6,4,1,1,425000.0,70833.33,633.25,105.54,66.67,16.67,16.67
2025-08-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,KwaZulu-Natal,2,1,0,1,175000.0,87500.0,260.75,130.38,50.0,0.0,50.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Limpopo,1,1,0,0,50000.0,50000.0,74.5,74.5,100.0,0.0,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Mpumalanga,3,1,2,0,225000.0,75000.0,335.25,111.75,33.33,66.67,0.0
2025-08-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Western Cape,3,1,1,1,175000.0,58333.33,260.75,86.92,33.33,33.33,33.33
2025-08-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Free State,1,1,0,0,67100.0,67100.0,369.05,369.05,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Gauteng,5,4,1,0,338900.0,67780.0,1863.95,372.79,80.0,20.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,KwaZulu-Natal,3,3,0,0,216500.0,72166.67,1190.75,396.92,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Limpopo,2,2,0,0,93900.0,46950.0,516.45,258.23,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,North West,2,1,1,0,121500.0,60750.0,668.25,334.12,50.0,50.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD005,Loan Protection,Credit Life,Western Cape,4,4,0,0,282700.0,70675.0,1554.85,388.71,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Eastern Cape,1,1,0,0,146000.0,146000.0,963.6,963.6,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Gauteng,3,2,1,0,332500.0,110833.33,2194.5,731.5,66.67,33.33,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,KwaZulu-Natal,3,3,0,0,336000.0,112000.0,2217.6,739.2,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Limpopo,1,1,0,0,118100.0,118100.0,779.46,779.46,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Mpumalanga,3,3,0,0,355500.0,118500.0,2346.3,782.1,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,North West,2,2,0,0,295200.0,147600.0,1948.32,974.16,100.0,0.0,0.0
2025-08-01,PART003,Lighthouse Loans,PRD006,Loan Protection Plus,Credit Life,Western Cape,3,2,1,0,503300.0,167766.67,3321.78,1107.26,66.67,33.33,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Eastern Cape,1,1,0,0,87200.0,87200.0,427.28,427.28,100.0,0.0,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Free State,2,2,0,0,287600.0,143800.0,1409.24,704.62,100.0,0.0,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Gauteng,14,10,3,1,1626100.0,116150.0,7967.89,569.14,71.43,21.43,7.14
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,KwaZulu-Natal,5,4,1,0,549400.0,109880.0,2692.06,538.41,80.0,20.0,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Limpopo,2,1,1,0,315400.0,157700.0,1545.46,772.73,50.0,50.0,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Mpumalanga,1,1,0,0,59200.0,59200.0,290.08,290.08,100.0,0.0,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,North West,1,0,1,0,50200.0,50200.0,245.98,245.98,0.0,100.0,0.0
2025-08-01,PART004,Khula Bank,PRD007,Bank Credit Protect,Credit Life,Western Cape,2,1,1,0,192900.0,96450.0,945.21,472.6,50.0,50.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Eastern Cape,2,1,1,0,100000.0,50000.0,158.67,79.34,50.0,50.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Free State,2,1,1,0,175000.0,87500.0,277.67,138.83,50.0,50.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Gauteng,4,3,1,0,350000.0,87500.0,555.34,138.83,75.0,25.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,KwaZulu-Natal,3,3,0,0,175000.0,58333.33,277.67,92.56,100.0,0.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Limpopo,1,0,1,0,25000.0,25000.0,39.67,39.67,0.0,100.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,North West,2,2,0,0,125000.0,62500.0,198.34,99.17,100.0,0.0,0.0
2025-08-01,PART004,Khula Bank,PRD008,Bank Funeral,Funeral,Western Cape,1,1,0,0,50000.0,50000.0,79.33,79.33,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Eastern Cape,1,1,0,0,122400.0,122400.0,514.08,514.08,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Gauteng,7,6,1,0,1321300.0,188757.14,5549.46,792.78,85.71,14.29,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,KwaZulu-Natal,1,1,0,0,266900.0,266900.0,1120.98,1120.98,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Limpopo,2,2,0,0,303000.0,151500.0,1272.6,636.3,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,North West,1,1,0,0,141000.0,141000.0,592.2,592.2,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD009,Vehicle Credit Protect,Credit Life,Western Cape,4,4,0,0,755900.0,188975.0,3174.78,793.7,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Free State,3,3,0,0,660800.0,220266.67,2312.8,770.93,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Gauteng,10,8,1,1,1600200.0,160020.0,5600.7,560.07,80.0,10.0,10.0
2025-08-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,KwaZulu-Natal,2,2,0,0,213800.0,106900.0,748.3,374.15,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Limpopo,3,3,0,0,355700.0,118566.67,1244.95,414.98,100.0,0.0,0.0
2025-08-01,PART005,Nala Mobility Finance,PRD010,Vehicle Disability Cover,Disability,Western Cape,5,4,0,1,766200.0,153240.0,2681.7,536.34,80.0,0.0,20.0
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Eastern Cape,3,2,1,0,168800.0,56266.67,810.24,270.08,66.67,33.33,0.0
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Gauteng,7,5,1,1,337000.0,48142.86,1617.6,231.09,71.43,14.29,14.29
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,KwaZulu-Natal,5,4,0,1,151300.0,30260.0,726.24,145.25,80.0,0.0,20.0
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Limpopo,1,1,0,0,23100.0,23100.0,110.88,110.88,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Mpumalanga,1,1,0,0,56800.0,56800.0,272.64,272.64,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,North West,2,2,0,0,90400.0,45200.0,433.92,216.96,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD001,Credit Life Basic,Credit Life,Western Cape,5,4,0,1,272200.0,54440.0,1306.56,261.31,80.0,0.0,20.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Eastern Cape,1,1,0,0,140300.0,140300.0,869.86,869.86,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Free State,2,2,0,0,181900.0,90950.0,1127.78,563.89,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Gauteng,5,5,0,0,555100.0,111020.0,3441.62,688.32,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,KwaZulu-Natal,6,4,2,0,573400.0,95566.67,3555.08,592.51,66.67,33.33,0.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Mpumalanga,1,1,0,0,128300.0,128300.0,795.46,795.46,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,North West,2,2,0,0,137100.0,68550.0,850.02,425.01,100.0,0.0,0.0
2025-09-01,PART001,Ubuntu Credit,PRD002,Credit Life Plus,Credit Life,Western Cape,6,5,0,1,610100.0,101683.33,3782.62,630.44,83.33,0.0,16.67
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Free State,4,3,1,0,250000.0,62500.0,445.0,111.25,75.0,25.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Gauteng,5,5,0,0,400000.0,80000.0,712.0,142.4,100.0,0.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,KwaZulu-Natal,4,3,1,0,350000.0,87500.0,623.0,155.75,75.0,25.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Limpopo,3,3,0,0,225000.0,75000.0,400.5,133.5,100.0,0.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Mpumalanga,2,2,0,0,125000.0,62500.0,222.5,111.25,100.0,0.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,North West,1,0,1,0,50000.0,50000.0,89.0,89.0,0.0,100.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD003,Retail funeral,Funeral,Western Cape,6,4,2,0,325000.0,54166.67,578.5,96.42,66.67,33.33,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Eastern Cape,2,2,0,0,125000.0,62500.0,186.25,93.12,100.0,0.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Free State,1,1,0,0,100000.0,100000.0,149.0,149.0,100.0,0.0,0.0
2025-09-01,PART002,Mzanzi Retail Fin.,PRD004,Family Funeral Plus,Funeral,Gauteng,5,5,0,0,350000.0,70000.0,521.5,104.3,100.0,0.0,0.0
